label,label_hint,hint_reason,similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no
1,-1,needs review,0.8618,77.0,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 22.0¢,KXTXSENATEDEMTURNOUT-26MAR03-22,"Will the total vote count in the first round of the 2026 Texas Senate Democratic primary be above 2200000? — Above 2,200,000",100.0,1.0,0xb0f9406f5bf768917ccb40d0716aec9276f20a8ca034023c95cccd8ce4812afc,"Will turnout in the first round of the Texas Republican Senate primary be between 2,200,000 and 2,400,000 voters?",22.0,78.0
1,-1,needs review,0.8797,5.0,NO on Kalshi @ 94.0¢  +  YES on Polymarket @ 1.0¢,KXFED-27MAR-T4.00,"Will the upper bound of the federal funds rate be above 4.00% following the Fed's Mar 17, 2027 meeting? — Above 4.00%",12.0,94.0,0xb6abfbc465b88c6085503b3280872545c99c43fc979674bb47b9df1f7c170fd3,Will the upper bound of the target federal funds rate be 4.0% at the end of 2026?,1.0,99.0
1,1,threshold mismatch (45.0 vs 90.0),0.85,18.0,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 81.0¢,KXRT-PRO-45,Project Hail Mary Rotten Tomatoes score? — Above 45,100.0,1.0,0xdeb3c51d5973a0cd281678455ca730d1e162f5fbfa0d44be88748bd536f08d10,"Will ""Project Hail Mary"" score at least 90 on the Rotten Tomatoes Tomatometer?",81.0,19.0
1,-1,needs review,0.9364,22.0,NO on Kalshi @ 11.0¢  +  YES on Polymarket @ 67.0¢,KXIPOSPACEX-27APR01,"When will SpaceX IPO? — Before Apr 1, 2027",95.0,11.0,0x3dbeee81527f6d4868a6e500fca15d8905a6dda0e9b1f525145a4ad813bac98e,"Will SpaceX IPO by June 30, 2026?",67.0,33.0
2,-1,needs review,0.8525,50.5,NO on Kalshi @ 23.0¢  +  YES on Polymarket @ 26.5¢,KXWCGROUPQUAL-26I-NOR,Will Norway qualify from World Cup Group I? — Norway,84.0,23.0,0x9da323e862ca9e583ae67a5130c8c79960cf173e7d76165cefd4ecd7f9333b90,Will Norway win Group I in the 2026 FIFA World Cup?,26.5,73.5
1,-1,needs review,0.834,9.5,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 89.5¢,KXBTCD-26MAR0905-T61499.99,"Bitcoin price  on Mar 9, 2026? — $61,500 or above",100.0,1.0,0x1e9868469a6c2205d1935b5313a993a60015908763a17248098a43bc4ac25d16,"Will the price of Bitcoin be above $66,000 on March 9?",89.5,10.5
0,-1,needs review,0.8299,10.5,NO on Kalshi @ 66.0¢  +  YES on Polymarket @ 23.5¢,KXWBCROUND-26SEMI-JPN,Will Japan qualify for the semifinals in World Baseball Classic? — Japan,78.0,66.0,0x5051e7e7d3a23daed892ed1f6723c375ae0b50a282d2c81cb2faec6c7a7cdf9f,Will Japan win the 2026 World Baseball Classic?,23.5,76.5
0,-1,needs review,0.841,19.0,YES on Kalshi @ 19.0¢  +  NO on Polymarket @ 62.0¢,KXEFLCHAMPIONSHIPGAME-26MAR11COVPNE-TIE,Coventry vs Preston Winner? — Tie,19.0,83.0,0x4bca3dfc3c1ad94b6dd66ee29bbd210b800658ceeeb380ded828d0395c89b854,Coventry City FC vs. Preston North End FC: O/U 3.5,38.0,62.0
0,-1,needs review,0.8502,3.95,NO on Kalshi @ 92.0¢  +  YES on Polymarket @ 4.0¢,KXRATECUTCOUNT-26DEC31-T4,Will the Fed cut rates 4 times? — Exactly 4 cuts,9.0,92.0,0xaece8d6062d3e3eb9845b32441a4ab06eb2ef332c0228bc6a36add450647c7c4,Will 4 Fed rate cuts happen in 2026?,4.05,95.95
2,2,matching thresholds + jaccard 0.50,0.921,3.95,NO on Kalshi @ 94.0¢  +  YES on Polymarket @ 2.1¢,KXTRUMPPARDON-27JAN01-JASS,"Will Julian Assange receive a presidential pardon before Jan 1, 2027? — Julian Assange",9.0,94.0,0x507746b101b9b031567da9c5cb1bf714dac808299708020fc91a9fa6a6032978,Will Trump pardon Julian Assange before 2027?,2.0500000000000003,97.95
0,-1,needs review,0.8617,3.75,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 94.2¢,KXLEADERNBAPTS-26-DMIT,Will Donovan Mitchell lead Pro Basketball in Points Per Game for the 2025-26 Regular Season? — Donovan Mitchell,2.0,100.0,0x11a3820c108a464092445eda10a4a79e868a963d1d8b513cca1daf71e9fd8acd,Will Donovan Mitchell lead the NBA in three pointers made during the 2025–26 NBA season?,5.75,94.25
2,2,matching thresholds + jaccard 1.00,0.9482,9.0,NO on Kalshi @ 26.0¢  +  YES on Polymarket @ 65.0¢,KXMUSKTRILLION-27,Will Elon Musk be a trillionaire before 2027? — Before 2027,76.0,26.0,0x0f3ae5d23882fb840762fd35de11fc31b0fbdc9e41e8666cdfae9d627f93f517,Elon Musk trillionaire before 2027?,65.0,35.0
2,-1,needs review,0.846,7.0,NO on Kalshi @ 64.0¢  +  YES on Polymarket @ 29.0¢,KXTRUMPADMINLEAVE-26DEC31-HLUT,Will Howard Lutnick leaves Secretary of Commerce in before 2027? — Howard Lutnick,37.0,64.0,0x6eb86679303704bfc4dc014b21914063124bdd26702a77f5bc1d6d1aa6178483,Will Howard Lutnick leave the Trump administration before 2027?,28.999999999999996,71.0
1,-1,needs review,0.898,83.4,YES on Kalshi @ 12.0¢  +  NO on Polymarket @ 4.6¢,KXFREDDIE-27MAY01,"When will Freddie Mac officially announce an IPO? — Before May 1, 2027",12.0,97.0,0x88f380941bf0fc1a485dcf07e006e932724d8a37405b9b0f908d8046a65a006e,"Will Freddie Mac not IPO by June 30, 2026?",95.4,4.6
0,2,matching thresholds + jaccard 0.50,0.8577,2.0,YES on Kalshi @ 50.0¢  +  NO on Polymarket @ 48.0¢,KXDOTA2GAME-26MAR09MOUZOG-MOUZ,Will MOUZ win the MOUZ vs. OG Dota 2 match? — MOUZ,50.0,53.0,0xf9ea5d8cd18ca174fa5bbe7833d9601e5f204c475f614a5f407320da8e9ea0b5,Dota 2: OG vs MOUZ - Game 1 Winner,52.0,48.0
0,-1,needs review,0.8776,54.5,NO on Kalshi @ 13.0¢  +  YES on Polymarket @ 32.5¢,KXFED-27JAN-T1.25,"Will the upper bound of the federal funds rate be above 1.25% following the Fed's Jan 27, 2027 meeting? — Above 1.25%",96.0,13.0,0xaf3a3a07512f3123098b5901a8c4ed2a8320cc7c8e011c831ce4af3c17324260,Will the upper bound of the target federal funds rate be 3.25% at the end of 2026?,32.5,67.5
2,2,matching thresholds + jaccard 0.75,0.9269,1.5,NO on Kalshi @ 7.0¢  +  YES on Polymarket @ 91.5¢,KXHOUSERACE-MD04-26-D,Will Democratic win the House race for MD-04? — Democratic party,100.0,7.0,0xa01b4db9f24e0887fbab943e8c79e52c9157874182460bd74f8ed2f119bfd607,Will the Democratic Party win the MD-04 House seat?,91.5,8.5
1,-1,needs review,0.8683,5.5,YES on Kalshi @ 9.0¢  +  NO on Polymarket @ 85.5¢,KXGDP-26APR30-T4.5,Will **real GDP** increase by more than 4.5% in Q1 2026? — Above 4.5%,9.0,93.0,0x05260e1c44dc94aadd963c29e0005618d4b9975db01f0883e01455c729a04cf1,Will US GDP growth in Q1 2026 be greater than 3.5%?,14.499999999999998,85.5
1,2,matching thresholds + jaccard 0.50,0.8835,20.5,NO on Kalshi @ 37.0¢  +  YES on Polymarket @ 42.5¢,KXSFHOMEVAL-26MAR19-T1265,"Will the San Francisco metro area typical home value in Feb 2026 be above $1,265,000? — Above $1,265,000",71.0,37.0,0xa5410516a8c2d65637aa80e44aaf536bcaad98ba37698b734058faf71c7d6774,"Will the median home value in the San Francisco Metro area be greater than $1,195,000 on April 1?",42.5,57.49999999999999
1,-1,needs review,0.825,9.5,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 89.5¢,KXBTCD-26MAR0917-T58999.99,"Bitcoin price  on Mar 9, 2026? — $59,000 or above",100.0,1.0,0x1e9868469a6c2205d1935b5313a993a60015908763a17248098a43bc4ac25d16,"Will the price of Bitcoin be above $66,000 on March 9?",89.5,10.5
1,-1,needs review,0.8316,88.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 10.5¢,KXBTCD-26MAR0905-T73499.99,"Bitcoin price  on Mar 9, 2026? — $73,500 or above",1.0,100.0,0x1e9868469a6c2205d1935b5313a993a60015908763a17248098a43bc4ac25d16,"Will the price of Bitcoin be above $66,000 on March 9?",89.5,10.5
0,-1,needs review,0.8385,11.0,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 88.0¢,KXPRESNOMD-28-JF,Will John Fetterman be the Democratic Presidential nominee in 2028? — John Fetterman,1.0,100.0,0xa27ff8f214d6cfc8c29c8b8f6e2be5fd25243b8e5ca61321df6fa2b387c0d3ad,Will John Fetterman announce a Presidential run before 2027?,12.0,88.0
0,1,threshold mismatch (20.0 vs 2026.0),0.8457,40.0,NO on Kalshi @ 46.0¢  +  YES on Polymarket @ 14.0¢,KX20SONG-26DEC26-FUT,Will Future have a top 20 song this year? — Future,76.0,46.0,0xf9ab3829eb85b2846f8e4f8d02e3fd035381309c3b5d7a1a04e41e9cba74fd82,Will Future have a #1 song on the Billboard Hot 100 in 2026?,14.000000000000002,86.0
2,2,matching thresholds + jaccard 0.75,0.9449,4.5,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.5¢,KXHOUSERACE-KY03-26-R,Will Republican win the House race for KY-03? — Republican party,4.0,100.0,0xbea470992cfdea3ca5c7ee54d1155c6577f09b4431c27102102bef291d7ed1f1,Will the Republican Party win the KY-03 House seat?,8.5,91.5
0,-1,needs review,0.8446,18.5,YES on Kalshi @ 35.0¢  +  NO on Polymarket @ 46.5¢,KXUELGAME-26MAR12FTCBRA-FTC,Ferencvarosi vs Braga Winner? — Ferencvarosi,35.0,72.0,0x846ecf7e9e160b686289d2b1d4a6d72706016db8c1f798f628c0602a106ed556,Ferencvárosi TC vs. SC Braga: Both Teams to Score,53.5,46.5
2,2,matching thresholds + jaccard 0.75,0.9259,4.5,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.5¢,KXHOUSERACE-OK02-26-D,Will Democratic win the House race for OK-02? — Democratic party,3.0,100.0,0x64ebf98b2e15ceb2d4c127b8eec907fc67cbaf07262a933cf7c1ccfecb84f0df,Will the Democratic Party win the OK-02 House seat?,7.5,92.5
1,-1,needs review,0.9403,22.55,NO on Kalshi @ 75.0¢  +  YES on Polymarket @ 2.5¢,KXIPOOPENAI-26OCT01,"When will OpenAI IPO? — Before Oct 1, 2026",31.0,75.0,0x753e6031044632c083fede2715235b69bb2596e37d34f6f19d2b6635d2d4dd58,Will OpenAI IPO by June 30 2026?,2.45,97.55
1,-1,needs review,0.8363,68.0,YES on Kalshi @ 13.0¢  +  NO on Polymarket @ 19.0¢,KXRT-PRO-97,Project Hail Mary Rotten Tomatoes score? — Above 97,13.0,93.0,0xdeb3c51d5973a0cd281678455ca730d1e162f5fbfa0d44be88748bd536f08d10,"Will ""Project Hail Mary"" score at least 90 on the Rotten Tomatoes Tomatometer?",81.0,19.0
2,2,matching thresholds + jaccard 0.75,0.9323,1.5,NO on Kalshi @ 7.0¢  +  YES on Polymarket @ 91.5¢,KXHOUSERACE-CA35-26-D,Will Democratic win the House race for CA-35? — Democratic party,100.0,7.0,0x98edcc6ab2196eaa1c0022f401f9921e0dfb3a8891013323f039cf7ecdd2ec83,Will the Democratic Party win the CA-35 House seat?,91.5,8.5
1,-1,needs review,0.8294,0.15,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.9¢,KXDOGED-26MAR0906-T0.1999999,"Dogecoin price  on Mar 9, 2026? — $0.2 or above",1.0,,0x43637d120b7fede169ca76a7b0111865254737b61a2438dd00925c2f720bb68c,Will Dogecoin reach $0.20 in March?,1.15,98.85
2,-1,needs review,0.8792,0.5,YES on Kalshi @ 91.0¢  +  NO on Polymarket @ 8.5¢,SENATECO-28-D,Will Democratics win the Senate race in Colorado? — Democratic party,91.0,10.0,0x3f8d20cfcf2136d0c001663603c2d7f7be0fb920534d09a193f3165a40fe9469,Will the Democrats win the Colorado Senate race in 2026?,91.5,8.5
0,-1,needs review,0.8246,91.5,NO on Kalshi @ 7.0¢  +  YES on Polymarket @ 1.5¢,KXFEDCHAIRCONFIRM-KWAR,"Will Kevin Warsh be confirmed as chair of the Board of Governors of the Federal Reserve System before Jan 1, 2029? — Kevin Warsh",94.0,7.0,0x20b447696642ab418599816515fe2559121ac2dfdaac33d301b2bf01523ee822,Will Bernie Sanders vote to confirm Kevin Warsh as Chair of the Federal Reserve?,1.5,98.5
2,-1,needs review,0.8914,3.05,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 93.0¢,KXMLBNLCY-26-JLUZ,Will Jesus Luzardo win NL Cy Young? — Jesus Luzardo,4.0,97.0,0x366f8d42a9ba0bb7bb544d10cfe7c4bd098514deb5ee390e00d5d3ea1ad1d141,Will Jesus Luzardo win the 2026 NL Cy Young Award?,7.049999999999999,92.95
2,2,matching thresholds + jaccard 0.75,0.941,0.5,NO on Kalshi @ 19.0¢  +  YES on Polymarket @ 80.5¢,KXHOUSERACE-NE01-26-R,Will Republican win the House race for NE-01? — Republican party,88.0,19.0,0xe7214b503451ad8d8e4cd2771eeea83ed3c68b42726288d4285b5cd04c077328,Will the Republican Party win the NE-01 House seat?,80.5,19.5
2,-1,needs review,0.8837,4.5,NO on Kalshi @ 38.0¢  +  YES on Polymarket @ 57.5¢,SENATEOH-28-R,Will Republicans win the Senate race in Ohio? — Republican party,65.0,38.0,0x771873c365f87bffd990644e4b688aebc1be7f18396d2eab64b996ff66e88669,Will the Republicans win the Ohio Senate race in 2026?,57.49999999999999,42.5
0,-1,needs review,0.8711,22.0,YES on Kalshi @ 33.0¢  +  NO on Polymarket @ 45.0¢,KXBRASILEIROGAME-26MAR12VDGPAL-VDG,Vasco da Gama vs Palmeiras Winner? — Vasco da Gama,33.0,72.0,0xfc69c05a838ed27315ddc9c3eee48e9a209afe99b4b6f9ee3974d4a21ed6124a,CR Vasco da Gama vs. SE Palmeiras: Both Teams to Score,55.00000000000001,45.0
2,-1,needs review,0.916,2.5,NO on Kalshi @ 84.0¢  +  YES on Polymarket @ 13.5¢,KXBRAZILPRES1R-26OCT04,Will anyone win outright in the first round of the 2026 Brazil Presidential election? — Yes,17.0,84.0,0x087469b4129c64c688397028059dfd366796adbd426e0079ee4cfdd2e4a07b61,Will any presidential candidate win outright in the first round of the Brazil election?,13.5,86.5
2,2,matching thresholds + jaccard 0.80,0.9045,1.0,YES on Kalshi @ 22.0¢  +  NO on Polymarket @ 77.0¢,KXIPO-26-DATABRICKS,Who will IPO before 2027? — Databricks,22.0,79.0,0xfa0166f81f49ec29802bec6eabd71bd73aa24e65f0681b0071f5d1055ef44776,Databricks IPO before 2027?,23.0,77.0
2,-1,needs review,0.8819,2.5,NO on Kalshi @ 91.0¢  +  YES on Polymarket @ 6.5¢,KXNFLNFCCHAMP-27-CHI,Will Chicago win the Pro Football NFC Championship? — Chicago,10.0,91.0,0x40c2fd0594fdf433c863963c8f29b3c855c446b24d76ccc5e6336fcfc14feab4,Will Chicago Bears win the 2027 NFL NFC Championship?,6.5,93.5
0,2,matching thresholds + jaccard 0.58,0.915,73.0,NO on Kalshi @ 6.0¢  +  YES on Polymarket @ 21.0¢,KXEPLTOP6-26-LFC,Will Liverpool finish in the top 6 in the 2025-26 English Premier League season? — Liverpool,95.0,6.0,0xad5f8afc7b6b6dfd331fa1d9209b392f117be855044df3e65f0c9ed6712c33f6,Will Liverpool finish in 3rd place in the 2025-26 English Premier League?,21.0,79.0
2,-1,needs review,0.8623,2.5,NO on Kalshi @ 5.0¢  +  YES on Polymarket @ 92.5¢,SENATEOR-26-D,Will Democratics win the Senate race in Oregon? — Democratic party,96.0,5.0,0x4d8d13e33bec0960ea72b2631464f34fb7b96044eb86c16f65c069d118a5bdbc,Will the Democrats win the Oregon Senate race in 2026?,92.5,7.5
1,2,matching thresholds + jaccard 0.50,0.8598,9.0,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 85.0¢,KXECONSTATU3-26MAY-T3.3,Unemployment rate in May 2026? — Exactly 3.3%,6.0,100.0,0x44cf076e74c7b84a3ecc3e6fcb9571e531521df968ee0b43756f44477e666536,Will the March 2026 unemployment rate be 4.3%?,15.0,85.0
1,-1,needs review,0.8768,35.0,NO on Kalshi @ 53.0¢  +  YES on Polymarket @ 12.0¢,KXWBCGROUPQUAL-26A-CUB,Will Cuba qualify from World Baseball Classic Pool A? — Cuba,64.0,53.0,0xf8cd56fb8022823d63aab230554068a3d33eb37e6ec5b2cae11020af98f29b6e,Will Cuba win Pool A at the 2026 World Baseball Classic?,12.0,88.0
1,-1,needs review,0.9288,1.5,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 84.5¢,KXIPODEEL-26SEP01,"When will Deel IPO? — Before Sep 1, 2026",14.0,95.0,0xd21614c016c4a911cbc8856dac53f5af6fdf222b9c82531e31aa9f9f9bf4f2a9,Deel IPO before 2027?,15.5,84.5
2,2,matching thresholds + jaccard 0.75,0.9481,5.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.0¢,KXHOUSERACE-MA07-26-R,Will Republican win the House race for MA-07? — Republican party,3.0,100.0,0xe172940ff822bc93e16ac91a58966c689d5caeaf3fb325c3a63c8382cf62988d,Will the Republican Party win the MA-07 House seat?,8.0,92.0
2,2,matching thresholds + jaccard 0.62,0.8674,32.0,YES on Kalshi @ 9.0¢  +  NO on Polymarket @ 59.0¢,KXBTCD-26MAR0906-T67999.99,"Bitcoin price  on Mar 9, 2026? — $68,000 or above",9.0,92.0,0x86010dc66556e7b1cd0eb6d82c20f052d3ba3ba6ccdc8864c605268925cbda4f,"Will the price of Bitcoin be above $68,000 on March 9?",41.0,59.0
2,-1,needs review,0.9487,9.65,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 86.4¢,KXBULGARIAPRES-26NOV15-YSTO,Will Yanaki Stoilov win the the 2026 Bulgarian presidential election? — Yanaki Stoilov,4.0,100.0,0x74be00a0d42fca6cbb0f586877774e07c970303e71d803ebfc72a14c5b111f79,Will Yanaki Stoilov win the next Bulgarian presidential election?,13.65,86.35000000000001
2,-1,needs review,0.9485,1.0,YES on Kalshi @ 59.0¢  +  NO on Polymarket @ 40.0¢,KXFEDMENTION-26MAR-PAND,Will Powell say Pandemic at his Mar 2026 press conference? — Pandemic,59.0,43.0,0x106aa7d143df13768d495f71636f9b064e6c39fe3bee9ea0fdf4f6dfd7c3e0b2,"Will Powell say ""Pandemic"" during March press conference?",60.0,40.0
1,-1,needs review,0.9199,81.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 17.5¢,KXNY12D-26-BLAN,Wil Brad Lander be the Democratic nominee for NY-12? — Brad Lander,1.0,100.0,0x3ad92107dbab2fdf45b0ed92dc5a7f721210759a648ae53fe363e26e3f62d29f,Will Brad Lander be the Democratic nominee for NY-10?,82.5,17.5
2,-1,needs review,0.9273,3.0,NO on Kalshi @ 54.0¢  +  YES on Polymarket @ 43.0¢,KXFOMEN-26-ALC,Will Carlos Alcaraz win the French Open? — Carlos Alcaraz,47.0,54.0,0x930c1ae0fdb23f71821c92e5dea1e6bd2b30b4d28ff5112a659c9f8b3871a1a5,Will Carlos Alcaraz win the 2026 Men's French Open?,43.0,56.99999999999999
2,-1,needs review,0.8666,6.5,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 82.5¢,KXNHLHART-26-CMCD,Who will win Hart Memorial Trophy? — Connor McDavid,11.0,93.0,0x83c1f3a017da0328c125772c43bef4c69bfb48d6ecd413e7f7128920914e4130,Will Connor McDavid win the 2025–2026 NHL Hart Memorial Trophy?,17.5,82.5
0,2,matching thresholds + jaccard 0.67,0.862,57.75,YES on Kalshi @ 40.0¢  +  NO on Polymarket @ 2.2¢,KXLALIGARELEGATION-26-VIL,Will Villarreal be Relegated from La Liga in 2025-26 Season? — Villarreal,40.0,100.0,0xbaaafe7b793b5459fc3f27d6c490572ebaf32d3b370e9d785dbba3cd468bdf52,Will Oviedo be relegated from La Liga after the 2025–26 season?,97.75,2.25
1,-1,needs review,0.8589,25.5,YES on Kalshi @ 40.0¢  +  NO on Polymarket @ 34.5¢,KXBTCD-26MAR1317-T69499.99,"Bitcoin price  on Mar 13, 2026? — $69,500 or above",40.0,64.0,0xce9b957971f8022d349e367a19c8f7b7cd4c04af2df5205352fc4e7021892ea9,"Will the price of Bitcoin be above $66,000 on March 13?",65.5,34.5
1,1,threshold mismatch (2026.0 vs 31.0),0.8314,24.0,NO on Kalshi @ 70.0¢  +  YES on Polymarket @ 6.0¢,KXLUTNICKOUT-26SEP01,"Will Howard Lutnick leaves Commerce Secretary in before September? — Before Sep 1, 2026",32.0,70.0,0xaad360326067b6e9649fdbacf87f4ebfad13877de849819b6868d567736f55b9,Howard Lutnick out as Secretary of Commerce by March 31?,6.0,94.0
2,1,threshold mismatch (2026.0 vs 76.0),0.858,0.55,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.5¢,KXNBAEAST-26-PHI,Will the Philadelphia win the 2026 Pro Basketball Eastern Conference Championship? — Philadelphia,3.0,98.0,0x9954b4eef49a268b810bc260ee9278361e29a8f6f4ad816a804dd613ef73a968,Will the Philadelphia 76ers win the NBA Eastern Conference Finals?,1.4500000000000002,98.55
2,-1,needs review,0.8831,5.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 93.5¢,KXWBCMVP-26-JCAG,Will Jac Caglianone win World Baseball Classic MVP — Jac Caglianone,1.0,100.0,0x7f6485388f126e2b68a0bf439e81d3c98a86e51594fec0064c53e6af671a1eec,Will Jac Caglianone win MVP at the 2026 World Baseball Classic?,6.5,93.5
2,-1,needs review,0.865,0.5,YES on Kalshi @ 20.0¢  +  NO on Polymarket @ 79.5¢,KXUFCFEATHERWEIGHTTITLE-26-JSIL,"Who will be the Featherweight Title Holder on Dec 31, 2026? — Jean Silva",20.0,86.0,0x09c2c5ac7b68f9739eab822ee0e0d8d9dd0262b6c0a4816b1d30cc7c5b9a33ac,"Will Jean Silva be the UFC Featherweight Champion on December 31, 2026?",20.5,79.5
2,2,matching thresholds + jaccard 0.57,0.9254,2.5,NO on Kalshi @ 80.0¢  +  YES on Polymarket @ 17.5¢,KXIPORIPPLING-27JAN01,"When will Rippling IPO? — Before Jan 1, 2027",27.0,80.0,0x52bf4b9cb5a6dad476017a330a6116f8c3c51ac8fe3d5c0852ae70f5db4adf6f,Rippling IPO before 2027?,17.5,82.5
2,2,matching thresholds + jaccard 0.62,0.8649,2.0,YES on Kalshi @ 16.0¢  +  NO on Polymarket @ 82.0¢,KXCA22PRIMARY-26-RSAL,Who will win the CA-22 primary? — Rudy Salas,16.0,91.0,0x80bca855bd6c19563b25144c980ca4fe11eab6e6c40efbe07f4b675a1b316970,Will Rudy Salas advance from the CA-22 Primary?,18.0,82.0
1,1,threshold mismatch (10.0 vs 2026.0),0.8284,2.3,NO on Kalshi @ 86.0¢  +  YES on Polymarket @ 11.7¢,KX10SONG-26-RIH,Will Rihanna have a top 10 song this year? — Rihanna,26.0,86.0,0x0e3dadcf791ff5c1b63055ac7401d5994e5f8cac2c423d86ef86bbd40821914c,Will Rihanna have a #1 song on the Billboard Hot 100 in 2026?,11.7,88.3
1,-1,needs review,0.8331,44.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 54.5¢,KXBTCD-26MAR0905-T68749.99,"Bitcoin price  on Mar 9, 2026? — $68,750 or above",1.0,100.0,0x86010dc66556e7b1cd0eb6d82c20f052d3ba3ba6ccdc8864c605268925cbda4f,"Will the price of Bitcoin be above $68,000 on March 9?",45.5,54.50000000000001
2,-1,needs review,0.8814,3.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 94.0¢,KXWBCMVP-26-RACU,Will Ronald Acuna Jr. win World Baseball Classic MVP — Ronald Acuna Jr.,3.0,99.0,0xba9770a69066092cc2f3f855d9039e0337533fc59ab5d1f5c8f42f4e3f43979f,Will Ronald Acuña Jr. win MVP at the 2026 World Baseball Classic?,6.0,94.0
1,1,threshold mismatch (20.0 vs 2026.0),0.8467,38.0,NO on Kalshi @ 37.0¢  +  YES on Polymarket @ 25.0¢,KX20SONG-26DEC26-SZA,Will SZA have a top 20 song this year? — SZA,75.0,37.0,0xadbe6199f41cbf1881e3cd21d517067f9d1ed12e6e62b003184b7ef3c5d3e7ff,Will SZA have a #1 song on the Billboard Hot 100 in 2026?,25.0,75.0
2,2,matching thresholds + jaccard 0.75,0.9506,4.0,NO on Kalshi @ 11.0¢  +  YES on Polymarket @ 85.0¢,KXHOUSERACE-GA11-26-R,Will Republican win the House race for GA-11? — Republican party,94.0,11.0,0x707dd8bd283b72a13ec9cf79b18b6238744a9250a8e5e18d9cab9dbbe55db8b2,Will the Republican Party win the GA-11 House seat?,85.0,15.0
2,-1,needs review,0.9509,1.95,NO on Kalshi @ 97.0¢  +  YES on Polymarket @ 1.1¢,KXSENATEVAR-26-WES,Will Winsome Earle-Sears be the Republican nominee for the Senate in Virginia? — Winsome Earle-Sears,9.0,97.0,0xc8ef1c3ca84b8ffcd93c2f71bb686f4e1669303686724067517264022edce989,Will Winsome Earle-Sears be the Republican nominee for Senate in Virginia?,1.05,98.95
0,-1,needs review,0.8412,37.5,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 54.5¢,KXLEADERMLBHITS-26-RACU,Will Ronald Acuña Jr. lead Pro Baseball in hits for the 2026 regular season? — Ronald Acuña Jr.,8.0,95.0,0x86329178d796444207680f2fc04af34ab40a3248d5bf230dcf456364569dcfd2,Will Ronald Acuña Jr. hit the most home runs at the 2026 World Baseball Classic?,45.5,54.50000000000001
2,2,matching thresholds + jaccard 0.56,0.8935,5.5,NO on Kalshi @ 24.0¢  +  YES on Polymarket @ 70.5¢,HOUSENV3-26-D,Will Democratic win the House race for NV-3? — Democratic party,83.0,24.0,0xe2bd695096385d8878a0e7b5e144b94c7a2320a027b0dfd551d4d5a7fc8bc267,Will the Democratic Party win the NV-03 House seat?,70.5,29.5
2,-1,needs review,0.8402,1.4,NO on Kalshi @ 88.0¢  +  YES on Polymarket @ 10.6¢,KXGOVAK-26-CBIS,Who will win the governorship in Alaska? — Click Bishop,17.0,88.0,0xb2fddc90e11d6c55351bfbd5c01e67323f4d177f55f612274a90da92d1ae68db,Will Click Bishop win the 2026 Alaska governor election?,10.6,89.4
1,-1,needs review,0.8768,65.5,NO on Kalshi @ 16.0¢  +  YES on Polymarket @ 18.5¢,KXWCGROUPQUAL-26E-ECU,Will Ecuador qualify from World Cup Group E? — Ecuador,87.0,16.0,0xe4fe66449f041a76388f0e525f40c4b1543b37577810cfe2747d7ca9ef19bb07,Will Ecuador win Group E in the 2026 FIFA World Cup?,18.5,81.5
0,-1,needs review,0.8455,6.0,NO on Kalshi @ 79.0¢  +  YES on Polymarket @ 15.0¢,KX1ALBUM-26DEC-LUK,Will Luke Combs have a #1 album this year? — Luke Combs,32.0,79.0,0x51eb1fc36e97b2aebe47baf0ff55a86c280d41cbb0d250a5eadceedc4f6d81d8,Will Luke Combs have a #1 song on the Billboard Hot 100 in 2026?,15.0,85.0
2,-1,needs review,0.8711,3.0,YES on Kalshi @ 10.0¢  +  NO on Polymarket @ 87.0¢,KXUSACOMPANYSTAKE-27JAN01-QBTS,Will any part of the United States federal government take a stake of above 0% in D-Wave? — D-Wave Quantum,10.0,93.0,0xb8aa75c192ef213dd9c9c3762feacfd84d6f331f0b8893c45c8fb5ec6f1ebf59,Will the US federal government take a stake in D-Wave Quantum Inc.?,13.0,87.0
