similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no,pred_label,pred_label_name,pred_prob_0,pred_prob_1,pred_prob_2
0.9173,1.5,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 87.5¢,KXIPO-26-ANYSPHERE,Who will IPO before 2027? — Anysphere (Cursor),11.0,96.0,0x8f3d3d55b93ccd4dcccd6d96474c94c022787b89d35f494e24ff154122981934,Anysphere (Cursor) IPO before 2027?,12.5,87.5,2,true_match,0.008,0.0405,0.9515
0.9166,1.5,NO on Kalshi @ 68.0¢  +  YES on Polymarket @ 30.5¢,KXNBAPTS-26MAR09NYKLAC-NYKJHART3-10,Josh Hart: 10+ points — Josh Hart: 10+,59.0,68.0,0xb4f6e8a5bfc52e47a0842ae69dafbaf1debde46e3ab0056e35f899507d25ca6c,Josh Hart: Points O/U 10.5,30.5,69.5,2,true_match,0.0052,0.0749,0.9199
0.914,1.5,NO on Kalshi @ 5.0¢  +  YES on Polymarket @ 93.5¢,KXGOVMNNOMD-26-AKLO,Will Amy Klobuchar be the Democratic nominee for Governor in Minnesota? — Amy Klobuchar,96.0,5.0,0xafda84d1726c745016d74267018b34884919eb989a399a46bdd3a4968e4a6f4f,Will Amy Klobuchar win the 2026 Minnesota Governor Democratic primary election?,93.5,6.5,2,true_match,0.0308,0.0285,0.9406
0.9102,1.5,YES on Kalshi @ 58.0¢  +  NO on Polymarket @ 40.5¢,KXKY4R-26-TMAS,Wil Thomas Massie be the Republican nominee for KY-4? — Thomas Massie,58.0,43.0,0xe3033b163d0e0e30cb3154049f28295dada348030e5c6cdfe58ed0d4e393c7e9,Will Thomas Massie be the Republican nominee for KY-04?,59.5,40.5,2,true_match,0.0026,0.0114,0.986
0.9098,1.5,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 92.5¢,SENATERI-26-R,Will Republicans win the Senate race in Rhode Island? — Republican party,6.0,97.0,0xb6e955082987f030d073fce0f5f5d0e7373e31d88c1b5171504bccec5b62c998,Will the Republicans win the Rhode Island Senate race in 2026?,7.5,92.5,2,true_match,0.0079,0.0243,0.9678
0.9089,1.5,NO on Kalshi @ 74.0¢  +  YES on Polymarket @ 24.5¢,KXWBCGROUP-26D-VEN,Will Venezuela finish first in World Baseball Classic Pool D? — Venezuela,29.0,74.0,0x829c1df7d8d4b63fa907564310f84f164726d157175ec9866b775afe774507fe,Will Venezuela win Pool D at the 2026 World Baseball Classic?,24.5,75.5,2,true_match,0.0018,0.0068,0.9914
0.9088,1.5,NO on Kalshi @ 83.0¢  +  YES on Polymarket @ 15.5¢,KXNFLNFCCHAMP-27-SEA,Will Seattle win the Pro Football NFC Championship? — Seattle,18.0,83.0,0x51e241e5cdc5cd2f6ff8fa1bd444cd4751a35f1097ac3fa97711479795ae264c,Will Seattle Seahawks win the 2027 NFL NFC Championship?,15.5,84.5,2,true_match,0.0053,0.0127,0.9821
0.9074,1.5,YES on Kalshi @ 32.0¢  +  NO on Polymarket @ 66.5¢,KXMAYORLA-26-NRAM,Who will win Los Angeles Mayoral Election? — Nithya Raman,32.0,69.0,0x694595d0a008f10e4701285d071e4b08407495f6f8a6bd8cbdd7de522fa9b463,Will Nithya Raman win the 2026 Los Angeles mayoral election?,33.5,66.5,2,true_match,0.0018,0.008,0.9902
0.9069,1.5,NO on Kalshi @ 29.0¢  +  YES on Polymarket @ 69.5¢,SENATENE-26-R,Will Republicans win the Senate race in Nebraska? — Republican party,72.0,29.0,0x71e9f5312aac62bdc9b87fa8d171fa929eca6243d815298c4c7d61303f7d53dd,Will the Republicans win the Nebraska Senate race in 2026?,69.5,30.5,2,true_match,0.0111,0.0774,0.9115
0.9043,1.5,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 92.5¢,SENATECO-26-R,Will Republicans win the Senate race in Colorado? — Republican party,6.0,96.0,0xf67cdc929ad7442696e3c61a88445a5cf06d99e1a6e7eb41f17e48d20da35ee9,Will the Republicans win the Colorado Senate race in 2026?,7.5,92.5,2,true_match,0.0101,0.0306,0.9593
0.904,1.5,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 87.5¢,KXTRUMPPARDON-27JAN01-NMAD,"Will Nicolás Maduro receive a presidential pardon before Jan 1, 2027? — Nicolás Maduro",11.0,93.0,0x1b53ad65dae4809d3d1097bbcd6be1f44ba5cddd47be9ce21896722c7d79681a,Will Trump pardon Nicolas Maduro before 2027?,12.5,87.5,2,true_match,0.1581,0.1981,0.6438
0.9023,1.5,YES on Kalshi @ 23.0¢  +  NO on Polymarket @ 75.5¢,KXWBCMVP-26-SOHT,Will Shohei Ohtani win World Baseball Classic MVP — Shohei Ohtani,23.0,78.0,0x5bdf29d97316be50d8cdb1edfccd8b751892e674e9073b65f0b372de646cf1c0,Will Shohei Ohtani win MVP at the 2026 World Baseball Classic?,24.5,75.5,2,true_match,0.0012,0.005,0.9938
0.9019,1.5,NO on Kalshi @ 83.0¢  +  YES on Polymarket @ 15.5¢,KXMLBALCY-26-GCRO,Will Garrett Crochet win AL Cy Young? — Garrett Crochet,20.0,83.0,0x7b0a34af1fa60521b3b1b5d6ec83231957f36db75233454b6dc74907a07a4262,Will Garrett Crochet win the 2026 AL Cy Young Award?,15.5,84.5,2,true_match,0.001,0.003,0.9959
0.8971,1.5,YES on Kalshi @ 85.0¢  +  NO on Polymarket @ 13.5¢,SENATEFL-28-R,Will Republicans win the Senate race in Florida? — Republican party,85.0,20.0,0xe655180a65e17b6959aa722821312de23513cba6c6d2e3a55f47f198977316bf,Will the Republicans win the Florida Senate race in 2026?,86.5,13.5,2,true_match,0.0117,0.1396,0.8487
0.8965,1.5,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 92.5¢,SENATENJ-26-R,Will Republicans win the Senate race in New Jersey? — Republican party,6.0,96.0,0x378f6ce7b81670608a5a4f0fcf740e3dbb44c3e402e5b0beba49871a5c05b259,Will the Republicans win the New Jersey Senate race in 2026?,7.5,92.5,2,true_match,0.0037,0.0069,0.9894
0.8957,1.5,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 92.5¢,SENATEIL-26-R,Will Republicans win the Senate race in Illinois? — Republican party,6.0,98.0,0xaed6455cc597aac64c06e4e85506a0efdbc1fe0d37824e77a29b09559214ada1,Will the Republicans win the Illinois Senate race in 2026?,7.5,92.5,2,true_match,0.012,0.0336,0.9544
0.8954,1.5,YES on Kalshi @ 54.0¢  +  NO on Polymarket @ 44.5¢,KXEFLCUP-26-ARS,Will Arsenal win the EFL Carabao Cup in 2026? — Arsenal,54.0,48.0,0x653933c23d2d4684ce2b46164791121d1d5f8b9ba70c4dd5366b3148a580636e,Will Arsenal win the 2025–26 Carabao Cup?,55.50000000000001,44.5,2,true_match,0.0186,0.0305,0.9509
0.8944,1.5,NO on Kalshi @ 50.0¢  +  YES on Polymarket @ 48.5¢,KXGOVGANOMR-26-RJAC,Will Rick Jackson be the Republican nominee for Governor in Georgia? — Rick Jackson,55.0,50.0,0x79d5f2d519b21ebcb57ea1f926b5f37beecb2b8c41a3d44f06e206240f4e31dc,Will Rick Jackson win the 2026 Georgia Governor Republican primary election?,48.5,51.5,2,true_match,0.0061,0.008,0.986
0.8942,1.5,YES on Kalshi @ 41.0¢  +  NO on Polymarket @ 57.5¢,KXNEXTMANAGEREPL-26TOT-MPOC,Who will be the next manager of Tottenham? — Mauricio Pochettino,41.0,65.0,0xbed9ba3513db569a8b1d149ad70f105683e3e0cca7fa8192d2fe6925b41c88ff,Will Mauricio Pochettino be appointed as manager of Tottenham?,42.5,57.49999999999999,2,true_match,0.0078,0.0157,0.9765
0.894,1.5,NO on Kalshi @ 97.0¢  +  YES on Polymarket @ 1.5¢,KXVENEZUELALEADER-26DEC31-JROD,"Will Jorge Rodríguez be the head of state of Venezuela on Dec 31, 2026? — Jorge Rodríguez",4.0,97.0,0xcef0ea92825ef2e046a97ef9b628709d0071614832d3bfc9c6c8dc119a472618,Will Jorge Rodríguez be the leader of Venezuela end of 2026?,1.5,98.5,2,true_match,0.1232,0.114,0.7628
0.8931,1.5,YES on Kalshi @ 17.0¢  +  NO on Polymarket @ 81.5¢,KXMTGSWITCH-27JAN-LMURK,Will Lisa Murkowski leave the Republican? — Lisa Murkowski,17.0,87.0,0x304d0fa4874853ab011215531cdd12d05f05a4e4ffe7fc3da40076b742dc358f,Lisa Murkowski leaves the Republican Party in 2026?,18.5,81.5,2,true_match,0.0045,0.0241,0.9715
0.8926,1.5,YES on Kalshi @ 82.0¢  +  NO on Polymarket @ 16.5¢,KXOSCARGUESTS-26-MAR,Who will attend the Oscars? — Margot Robbie,82.0,25.0,0x475d618ec0400594ae03be24a9f9b4d249e18627d1a3d9f6c2c5d47a138f73d1,Will Margot Robbie attend the Oscars?,83.5,16.5,2,true_match,0.0036,0.0398,0.9566
0.8892,1.5,YES on Kalshi @ 16.0¢  +  NO on Polymarket @ 82.5¢,KXMLBNLCENT-26-CIN,Will Cincinnati be the 2026 NL Central Division Winner — Cincinnati,16.0,85.0,0x31563ec832a5f38691ac8f7e861af432a3cf7b9aa8a88c2fe0d307d795b27c47,Will Cincinnati Reds win the 2026 NL Central title?,17.5,82.5,2,true_match,0.0153,0.0224,0.9623
0.889,1.5,YES on Kalshi @ 31.0¢  +  NO on Polymarket @ 67.5¢,KXMLBNLEAST-26-PHI,Will Philadelphia be the 2026 NL East Division Winner — Philadelphia,31.0,70.0,0xed710d7066b939a62ccf9a6de6024d011dd753a22412a7d8fdb1c05525d581bb,Will Philadelphia Phillies win the 2026 NL East title?,32.5,67.5,2,true_match,0.0181,0.0121,0.9698
0.8888,1.5,NO on Kalshi @ 33.0¢  +  YES on Polymarket @ 65.5¢,KXWHVISIT-27-XJIN,"Will Xi Jinping visit the White House before Jan 1, 2027? — Xi Jinping",71.0,33.0,0xd7e906eaec2c7f66697447785aa1d4fdaa82f536ca533a2bc0d3535b04e832ec,Will Xi Jinping visit US before 2027?,65.5,34.5,2,true_match,0.0346,0.1364,0.829
0.8886,1.5,NO on Kalshi @ 32.0¢  +  YES on Polymarket @ 66.5¢,KXBTCD-26MAR1317-T65999.99,"Bitcoin price  on Mar 13, 2026? — $66,000 or above",69.0,32.0,0xce9b957971f8022d349e367a19c8f7b7cd4c04af2df5205352fc4e7021892ea9,"Will the price of Bitcoin be above $66,000 on March 13?",66.5,33.5,2,true_match,0.0615,0.2004,0.7381
0.888,1.5,NO on Kalshi @ 61.0¢  +  YES on Polymarket @ 37.5¢,KXUNSEC-27JAN-RGRO,Who will be the next Secretary-General of UN? — Rafael Grossi,44.0,61.0,0xdf4bebb0b5dea15fe93acd7a4e35d2d5c20a31b648eef33fd9a4854656600915,Will Rafael Grossi be the next Secretary General of the United Nations?,37.5,62.5,2,true_match,0.005,0.0179,0.9771
0.8876,1.5,YES on Kalshi @ 13.0¢  +  NO on Polymarket @ 85.5¢,KXHOUSEPOPVOTEMARGIN-27NOV03-B11,"Will the Democratic margin of victory in the 2026 U.S. House of Representatives national popular vote be between 10 and 12%? — Democrats, 10 to 12%",13.0,88.0,0xf9e868548efc70080ecd0943a05a45fc1d366467fb45aee13fbcb56d0040ac69,Will the Democratic Party win the popular vote in the 2026 U.S. House of Representatives midterm elections by between 10% and 12%?,14.499999999999998,85.5,2,true_match,0.0101,0.0914,0.8985
0.885,1.5,NO on Kalshi @ 47.0¢  +  YES on Polymarket @ 51.5¢,KXFACUPADVANCE-26MAR09WHUBRE-BRE,West Ham vs Brentford — Brentford,64.0,47.0,0x283638285a339379bd754e6559abe41953913226ee33e9f662b9f87a43c4de12,West Ham United FC vs. Brentford FC: O/U 2.5,51.5,48.5,2,true_match,0.0342,0.0441,0.9217
0.8835,1.5,NO on Kalshi @ 60.0¢  +  YES on Polymarket @ 38.5¢,KXMN2D-26-MKLE,Wil Matt Klein be the Democratic (DFL) nominee for MN-2? — Matt Klein,44.0,60.0,0x33c3b9a093ed165a022c0cece1dfbc75aacfc7d02b32ec2b60f33b83a83b584e,Will Matt Klein be the Democratic nominee for MN-02?,38.5,61.5,2,true_match,0.0051,0.0071,0.9878
0.8828,1.5,NO on Kalshi @ 50.0¢  +  YES on Polymarket @ 48.5¢,KXCS2MAP-26MAR09FAZEAST-1-AST,Will Astralis win map 1 in the FaZe vs. Astralis match? — Astralis,51.0,50.0,0xe00ba352719fecd689be6d0ee287dc9458d7ea1f920fb471937bb11f7f680b2c,Counter-Strike: Astralis vs FaZe - Map 1 Winner,48.5,51.5,2,true_match,0.1408,0.0558,0.8034
0.8824,1.5,NO on Kalshi @ 9.0¢  +  YES on Polymarket @ 89.5¢,KXNE2R-26-BHAR,Wil Brinker Harding be the Republican nominee for NE-2? — Brinker Harding,94.0,9.0,0x6e7e4837ca555b5b02dfa6a55fe743795148fc2b5d8d90797911a1e8270392d3,Will Brinker Harding be the Republican nominee for NE-02?,89.5,10.5,2,true_match,0.0086,0.0225,0.969
0.8824,1.5,YES on Kalshi @ 10.0¢  +  NO on Polymarket @ 88.5¢,KXNFLNFCCHAMP-27-PHI,Will Philadelphia win the Pro Football NFC Championship? — Philadelphia,10.0,91.0,0xa41cccfd96fbc0e1e75cf9459e59bbb766e845bfd4df851d63a1897ca024c078,Will Philadelphia Eagles win the 2027 NFL NFC Championship?,11.5,88.5,2,true_match,0.0081,0.0072,0.9847
0.8822,1.5,NO on Kalshi @ 75.0¢  +  YES on Polymarket @ 23.5¢,KXSPOTIFYALBUMRELEASEDATEKANYE-MAR21-26,"Will Kanye West / Ye release BULLY before Mar 21, 2026? — Before Mar 21, 2026",26.0,75.0,0x742de60f0c34f865f819a14f38e2ca01e31731b538153c7b1d6b0f620c8960e5,Will Kanye release BULLY by March 20?,23.5,76.5,2,true_match,0.0287,0.173,0.7983
0.8816,1.5,NO on Kalshi @ 83.0¢  +  YES on Polymarket @ 15.5¢,CONTROLH-2026-R,Will Republicans win the House in 2026? — Republican Party,18.0,83.0,0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,Will the Republican Party control the House after the 2026 Midterm elections?,15.5,84.5,2,true_match,0.0485,0.0625,0.889
0.8807,1.5,YES on Kalshi @ 9.0¢  +  NO on Polymarket @ 89.5¢,KXMLBALMVP-26-JROD,Will Julio Rodríguez win AL MVP? — Julio Rodríguez,9.0,92.0,0x24616ce096cda6fc1b3e72beb79cef139360606ca3aac79b62d874c34a9d749b,Will Julio Rodriguez win the 2026 American League MVP Award?,10.5,89.5,2,true_match,0.0602,0.1947,0.7451
0.8805,1.5,NO on Kalshi @ 61.0¢  +  YES on Polymarket @ 37.5¢,KXNFLNFCWEST-27-SEA,Will Seattle win the Pro Football NFC West Division? — Seattle,40.0,61.0,0xcc9f029bbc572cbd3ef5dcb2befcc25ee7cbd38ee3c6af7f78fbeb9bafbffe64,Will Seattle Seahawks win the 2026 NFC West?,37.5,62.5,2,true_match,0.0134,0.0214,0.9652
0.8792,1.5,NO on Kalshi @ 7.0¢  +  YES on Polymarket @ 91.5¢,SENATECO-26-D,Will Democratics win the Senate race in Colorado? — Democratic party,97.0,7.0,0x3f8d20cfcf2136d0c001663603c2d7f7be0fb920534d09a193f3165a40fe9469,Will the Democrats win the Colorado Senate race in 2026?,91.5,8.5,2,true_match,0.0426,0.0605,0.8969
0.879,1.5,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 17.5¢,KXGOVMANOMR-26-BSHO,Will Brian Shortsleeve be the Republican nominee for Governor in Massachusetts? — Brian Shortsleeve,25.0,81.0,0xd420ca8aaf8eb6396983001a6aebd048b5e16aa7cac74004c4719263acfc38e9,Will Brian Shortsleeve win the 2026 Massachusetts Governor Republican primary election?,17.5,82.5,2,true_match,0.0052,0.0142,0.9806
0.8785,1.5,NO on Kalshi @ 94.0¢  +  YES on Polymarket @ 4.5¢,KXOSCARCASTING-26-MAR,Will Marty Supreme win Casting at the Oscars? — Marty Supreme,7.0,94.0,0x6d85809e4b7544ffed41780eef74a0833b9510a03fe7044ede57736a74069edb,Will Marty Supreme win Best Casting at the 98th Academy Awards?,4.5,95.5,2,true_match,0.0499,0.0527,0.8974
0.8783,1.5,NO on Kalshi @ 80.0¢  +  YES on Polymarket @ 18.5¢,KXNFLNFCSOUTH-27-ATL,Will Atlanta win the Pro Football NFC South Division? — Atlanta,21.0,80.0,0xc9cd55df7aaab8ee01938e55d2062c0805399fc8d9f5315c6a35df462dbba6d6,Will Atlanta Falcons win the 2026 NFC South?,18.5,81.5,2,true_match,0.015,0.0323,0.9527
0.8774,1.5,NO on Kalshi @ 82.0¢  +  YES on Polymarket @ 16.5¢,KXNFLAFCSOUTH-27-IND,Will Indianapolis win the Pro Football AFC South Division? — Indianapolis,21.0,82.0,0x54af4c40b9f56eb937115a08e81e6d1edfa51cd4b4780108cccdb94a9ec4c3b5,Will Indianapolis Colts win the 2026 AFC South?,16.5,83.5,2,true_match,0.006,0.011,0.983
0.8756,1.5,YES on Kalshi @ 15.0¢  +  NO on Polymarket @ 83.5¢,KXMLBAL-26-NYY,Will New York Y win the 2026 Pro Baseball American League Championship? — New York Y,15.0,86.0,0x9fad904103db1c1d6a57b80c5ebd0118ca58391675ad7c317fdff3f6866c5ca7,Will New York Yankees win the 2026 American League Championship Series?,16.5,83.5,2,true_match,0.0057,0.0051,0.9892
0.8748,1.5,NO on Kalshi @ 69.0¢  +  YES on Polymarket @ 29.5¢,KXGOVORNOMR-26-EDIE,Will Ed Diehl be the Republican nominee for Governor in Oregon? — Ed Diehl,37.0,69.0,0x3b93cd399737eaebdcb222c2978cc2595625d41fbfe34666b215c4e53c3cf082,Will Ed Diehl win the 2026 Oregon Governor Republican primary election?,29.5,70.5,2,true_match,0.0077,0.0056,0.9868
0.8738,1.5,YES on Kalshi @ 7.0¢  +  NO on Polymarket @ 91.5¢,SENATESD-28-D,Will Democratics win the Senate race in South Dakota? — Democratic party,7.0,98.0,0xf4f5714f7e70dda23fcbe21b9de67060cd6ab7a8a972686ff8495e45059ae531,Will the Democrats win the South Dakota Senate race in 2026?,8.5,91.5,2,true_match,0.05,0.0171,0.9329
0.8732,1.5,NO on Kalshi @ 93.0¢  +  YES on Polymarket @ 5.5¢,KXGOVNMNOMR-26-SLAN,Wil Steve Lanier be the Republican nominee for Governor in New Mexico? — Steve Lanier,14.0,93.0,0x73dd96f3ab77ff7fa578faaf10c47e02b047b10b3335d73743ec0c5cd5df6dcd,Will Steve Lanier win the 2026 New Mexico Governor Republican primary election?,5.5,94.5,2,true_match,0.041,0.0282,0.9308
0.8727,1.5,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 90.5¢,SENATELA-28-D,Will Democratics win the Senate race in Louisiana? — Democratic party,8.0,93.0,0x1bf5eb603d6bd74a11ba051d2cd8d7fff85100d0af19d6e9d91b29cef01f2c91,Will the Democrats win the Louisiana Senate race in 2026?,9.5,90.5,2,true_match,0.0276,0.0129,0.9595
0.8723,1.5,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 84.5¢,KXTRUMPMEET-26MAR-JPOW,"Donald Trump and Jerome Powell meet before Apr 1, 2026? — Jerome Powell",14.0,93.0,0x5e7f6a59b2154b1930f87e425f556feaa3002bbd8478e5a51707e8fc57c133b2,Will Trump meet with Jerome Powell in March 2026?,15.5,84.5,2,true_match,0.1907,0.1462,0.6631
0.8716,1.5,YES on Kalshi @ 76.0¢  +  NO on Polymarket @ 22.5¢,KXTAYLORSWIFTWEDDING-30JAN01-SEL,Will Selena Gomez be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift? — Selena Gomez,76.0,29.0,0xcb7d75e697bfc9e6a30d07ae0a5054922a8f82b444d62a95e9fa4b2d1d9c0867,Will Selena Gomez attend Taylor Swift's wedding?,77.5,22.5,2,true_match,0.1488,0.0671,0.7841
0.871,1.5,NO on Kalshi @ 50.0¢  +  YES on Polymarket @ 48.5¢,KXBTCD-26MAR1317-T67999.99,"Bitcoin price  on Mar 13, 2026? — $68,000 or above",51.0,50.0,0x712e5b9f6b69f6b95f4b488d5afe755d5b37584b933ecdc4f8af9b0ddfb61954,"Will the price of Bitcoin be above $68,000 on March 13?",48.5,51.5,2,true_match,0.0682,0.1351,0.7967
0.87,1.5,YES on Kalshi @ 84.0¢  +  NO on Polymarket @ 14.5¢,SENATENH-26-D,Will Democratics win the Senate race in New Hampshire? — Democratic party,84.0,17.0,0xfc5c740e4617eb9908ceada7c91bfbe1cd41f172d703ef811d544e60a7a70bb5,Will the Democrats win the New Hampshire Senate race in 2026?,85.5,14.499999999999998,2,true_match,0.1009,0.1304,0.7688
0.8695,1.5,YES on Kalshi @ 15.0¢  +  NO on Polymarket @ 83.5¢,KXTRUMPOUT27-27-DJT,Donald Trump out before 2027? — Before 2027,15.0,86.0,0x48b0b0bca515f68fccf95af4793dbd0edbfec1f8ec6e8df2c0f69ba74f8c4722,Trump out as President before 2027?,16.5,83.5,2,true_match,0.0314,0.112,0.8567
0.8683,1.5,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 94.5¢,SENATEWV-26-D,Will Democratics win the Senate race in West Virginia? — Democratic party,4.0,99.0,0xe109380d49786b25c8c20ca88bfbf5ffabbe0a91a25a9d8795312d5a9701f998,Will the Democrats win the West Virginia Senate race in 2026?,5.5,94.5,2,true_match,0.0771,0.0283,0.8946
0.8679,1.5,NO on Kalshi @ 4.0¢  +  YES on Polymarket @ 94.5¢,KXJENSENMENTION-26MAR17-DATA,What will Jensen Huang say during NVIDIA GTC 2026 Keynote? — Data Center,98.0,4.0,0x1f5b5573f569854882a326e2a813502e99e284424e67bb599f4f0b2af60b2e8e,"Will Jensen Huang say ""Data Center"" at the NVIDIA GTC keynote?",94.5,5.5,2,true_match,0.0657,0.1877,0.7466
0.8667,1.5,NO on Kalshi @ 67.0¢  +  YES on Polymarket @ 31.5¢,KXBTCD-26MAR1317-T69999.99,"Bitcoin price  on Mar 13, 2026? — $70,000 or above",37.0,67.0,0xc6e3796244f3ce8ce1bc74d3a244a25ab346da0c0639ed9ffd9562b216b0ca64,"Will the price of Bitcoin be above $70,000 on March 13?",31.5,68.5,2,true_match,0.0842,0.417,0.4988
0.8666,1.5,NO on Kalshi @ 9.0¢  +  YES on Polymarket @ 89.5¢,SENATEIL-28-D,Will Democratics win the Senate race in Illinois? — Democratic party,96.0,9.0,0xdb9b47929435349bfc4f7a65e0ceb89d5cea388a87c4c6f10d0f736253ae0d76,Will the Democrats win the Illinois Senate race in 2026?,89.5,10.5,2,true_match,0.0973,0.0527,0.85
0.8659,1.5,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 84.5¢,KXMLBNLCENT-26-PIT,Will Pittsburgh be the 2026 NL Central Division Winner — Pittsburgh,14.0,87.0,0x1be0f71067ed32e0979046ce7d95db47326b95625926c8bd9bfcc868dd0cbe23,Will Pittsburgh Pirates win the 2026 NL Central title?,15.5,84.5,2,true_match,0.0474,0.0247,0.9279
0.8638,1.5,NO on Kalshi @ 11.0¢  +  YES on Polymarket @ 87.5¢,KXGOVWINOMR-26-TT,Wil Tom Tiffany be the Republican nominee for Governor in Wisconsin? — Tom Tiffany,95.0,11.0,0x12df229a62606175655181a6e8cbef0f037ac41612b61d67b0658dcf8633f397,Will Tom Tiffany win the 2026 Wisconsin Governor Republican primary election?,87.5,12.5,2,true_match,0.0665,0.0378,0.8958
0.8633,1.5,NO on Kalshi @ 74.0¢  +  YES on Polymarket @ 24.5¢,KXEPLRELEGATION-26-NFO,Will Nottingham Forest be Relegated from English Premier League in 2025-26 Season? — Nottingham Forest,28.0,74.0,0xd73eaca0ff89411ac245891bb437f47f02b576801203ef067b94916a982308e3,Will Nottm Forest be relegated from the English Premier League after the 2025–26 season?,24.5,75.5,2,true_match,0.029,0.0499,0.9211
0.8605,1.5,NO on Kalshi @ 68.0¢  +  YES on Polymarket @ 30.5¢,KXNFLNFCNORTH-27-GB,Will Green Bay win the Pro Football NFC North Division? — Green Bay,35.0,68.0,0xa8deedb9c5becf96d94fbcfc2e1697e8fdc5cf8785b0a145e916483a79b98b45,Will Green Bay Packers win the 2026 NFC North?,30.5,69.5,2,true_match,0.0159,0.0115,0.9725
0.8592,1.5,YES on Kalshi @ 82.0¢  +  NO on Polymarket @ 16.5¢,KXARMENIAPARLI-26-CIVIL,Who will win the next Armenian parliamentary election? — Civil Contract,82.0,22.0,0xc18b1b9c7ffca0f781bce2fe53538bb5b752fd41ec4757c9047e1a097ccfff1c,Will Civil Contract win the most seats in the 2026 Armenian National Assembly election?,83.5,16.5,2,true_match,0.0969,0.1344,0.7687
0.8573,1.5,YES on Kalshi @ 22.0¢  +  NO on Polymarket @ 76.5¢,KXGOVAK-26-BWIL,Who will win the governorship in Alaska? — Bernadette Wilson,22.0,82.0,0x9aba5bf074182d803c1b6a10814497875562ebb1c62483b36d2a305fc49e0792,Will Bernadette Wilson win the 2026 Alaska governor election?,23.5,76.5,2,true_match,0.0181,0.0181,0.9638
0.8559,1.5,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 93.5¢,SENATEAL-26-D,Will Democratics win the Senate race in Alabama? — Democratic party,5.0,98.0,0xffc0030fa887b259b313f7a695e34ce8776fdf1b674d1d7812f0e31782c3aca0,Will the Democrats win the Alabama Senate race in 2026?,6.5,93.5,2,true_match,0.0385,0.0134,0.9481
0.8554,1.5,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 92.5¢,KXNFLAFCWEST-27-LV,Will Las Vegas win the Pro Football AFC West Division? — Las Vegas,6.0,97.0,0x5c1a190e1b2081ded534136e7dfaef58e80d28f559d4215b4225759bc86cae65,Will Las Vegas Raiders win the 2026 AFC West?,7.5,92.5,2,true_match,0.0987,0.0261,0.8752
0.8529,1.5,YES on Kalshi @ 69.0¢  +  NO on Polymarket @ 29.5¢,KXWCGROUPWIN-26L-ENG,Will England finish first in World Cup Group L? — England,69.0,32.0,0xd3d833727b8191e8611862f431d5fc0286f3fbd8ac70a9b618d8377526e9bdf5,Will England win Group L in the 2026 FIFA World Cup?,70.5,29.5,2,true_match,0.0638,0.0797,0.8565
0.8526,1.5,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 87.5¢,KXCS2MAP-26MAR09ACERUN-1-RUN,Will Rune Eaters win map 1 in the Acend vs. Rune Eaters match? — Rune Eaters,11.0,95.0,0xfb2b51c3ff38235418bdb6cf1435d4eb3726341921be04d2625b038d602e535b,Counter-Strike: Rune Eaters vs Acend - Map 1 Winner,12.5,87.5,2,true_match,0.2795,0.1199,0.6006
0.8517,1.5,NO on Kalshi @ 69.0¢  +  YES on Polymarket @ 29.5¢,KXGOVMENOMD-26-TJAC,Wil Troy Jackson be the Democratic nominee for Governor in Maine? — Troy Jackson,34.0,69.0,0x9e7946bfbc35a400efea548fe34b649fc96893f80c899ae87cb6b5a650907032,Will Troy Jackson win the 2026 Maine Governor Democratic primary election?,29.5,70.5,2,true_match,0.0162,0.0108,0.973
0.8463,1.5,NO on Kalshi @ 5.0¢  +  YES on Polymarket @ 93.5¢,KXGOVNYNOMR-26-BBLA,Wil Bruce Blakeman be the Republican nominee for Governor in New York? — Bruce Blakeman,96.0,5.0,0x142eb6d138c289acf13177a69971aca9ddfb494313c30818c6211ec91f1ebf6e,Will Bruce Blakeman win the 2026 New York Governor Republican primary election?,93.5,6.5,2,true_match,0.0907,0.0538,0.8555
0.8447,1.5,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 94.5¢,KXUECL-26-CZE,Will Czestochowa win the UEFA Conference League? — Czestochowa,4.0,,0x5ed28cbbb73d0d2bd0bf72f25c350c2cca33ea4f93a4b4d49828d3b7ea2be8a7,Will Raków Częstochowa win the 2025-26 UEFA Europa Conference League?,5.5,94.5,2,true_match,0.3113,0.1235,0.5653
