similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no
0.8684,12.50,YES on Kalshi @ 42.0¢  +  NO on Polymarket @ 45.5¢,KXDOTA2GAME-26MAR09HEROICTS-HEROIC,Will Heroic win the Heroic vs. Team Spirit Dota 2 match? — Heroic,42.0,61.0,0xd440f47b5597b385dfe429a81283d9a2e420123bd8414895dd36b02c2e1d872c,Dota 2: Team Spirit vs Heroic - Game 1 Winner,54.50000000000001,45.5
0.8643,12.50,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 85.5¢,KXVENEZUELALEADER2-26JUN01-MRUB,"Will Marco Rubio be the head of state of Venezuela on Jun 1, 2026? — Marco Rubio",2.0,,0x364b2addcd3df6e0484011b6f10afd75b8a624249c756fe7a47b4b0ab90e22a9,"Will Marco Rubio visit Venezuela by March 31, 2026?",14.499999999999998,85.5
0.8585,12.50,YES on Kalshi @ 30.0¢  +  NO on Polymarket @ 57.5¢,KXBUNDESLIGAGAME-26MAR15SCFUNI-TIE,Freiburg vs Union Berlin Winner? — Tie,30.0,72.0,0x8706bfc29d3fd296db62f1ff544d8f53df0b4cdca668538dbc4087c09162e1f9,SC Freiburg vs. 1. FC Union Berlin: O/U 2.5,42.5,57.49999999999999
0.8579,12.50,YES on Kalshi @ 30.0¢  +  NO on Polymarket @ 57.5¢,KXBUNDESLIGAGAME-26MAR15SCFUNI-UNI,Freiburg vs Union Berlin Winner? — Union Berlin,30.0,74.0,0x8706bfc29d3fd296db62f1ff544d8f53df0b4cdca668538dbc4087c09162e1f9,SC Freiburg vs. 1. FC Union Berlin: O/U 2.5,42.5,57.49999999999999
0.8561,12.50,YES on Kalshi @ 35.0¢  +  NO on Polymarket @ 52.5¢,KXFARRERBYELECTION-26DEC31-MMIL,Will Michelle Milthorpe win the 2026 Farrer by-election? — Michelle Milthorpe,35.0,71.0,0xa7433b1847c5a6b04a64a42cc02082fb87a031a46640130cacf3e644493902cf,Will Michelle Milthorpe win the by-election for the seat of Farrer in the Australian House of Representatives?,47.5,52.5
0.8527,12.50,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 86.5¢,KXEFLCHAMPIONSHIP-26-PNE,Will Preston North End win the EFL Championship? — Preston North End,1.0,,0x80b7ceeba39279ea9634f7c5622ea02708f28e25e05d55c3d4cf9b8329486518,Will Preston North End FC win on 2026-03-11?,13.5,86.5
0.8472,12.50,YES on Kalshi @ 29.0¢  +  NO on Polymarket @ 58.5¢,KXNCAAMBBSKY-26-PRST,Will Portland St. be the Big Sky tournament champions? — Portland St.,29.0,72.0,0x8d2fe9c159cf8563fe926adfd0e414c279b1c1d105d55b303969caf00495434a,Will Portland State win the 2026 Big Sky conference championship?,41.5,58.5
0.8440,12.50,YES on Kalshi @ 43.0¢  +  NO on Polymarket @ 44.5¢,KXCS2MAP-26MAR09LGCNAVI-1-LGC,Will Legacy win map 1 in the Legacy vs. Natus Vincere match? — Legacy,43.0,58.0,0x83c172cd31790f0b64df9671b07b6fe372113f438b8fefa416ef0a5b95e96acc,Counter-Strike: Natus Vincere vs Legacy - Map 1 Winner,55.50000000000001,44.5
0.8434,12.50,YES on Kalshi @ 41.0¢  +  NO on Polymarket @ 46.5¢,KXUELGAME-26MAR12FTCBRA-BRA,Ferencvarosi vs Braga Winner? — Braga,41.0,64.0,0x846ecf7e9e160b686289d2b1d4a6d72706016db8c1f798f628c0602a106ed556,Ferencvárosi TC vs. SC Braga: Both Teams to Score,53.5,46.5
0.8374,12.50,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 86.5¢,KXMLBNLMVP-26-YYAM,Will Yoshinobu Yamamoto win NL MVP? — Yoshinobu Yamamoto,1.0,,0x50ec8a76ed2ef0513fd3b38d410e372900416ecc3ddcd8f450047f778a23ea94,Will Yoshinobu Yamamoto win the 2026 NL Cy Young Award?,13.5,86.5
0.8299,12.50,NO on Kalshi @ 64.0¢  +  YES on Polymarket @ 23.5¢,KXWBCROUND-26SEMI-JPN,Will Japan qualify for the semifinals in World Baseball Classic? — Japan,77.0,64.0,0x5051e7e7d3a23daed892ed1f6723c375ae0b50a282d2c81cb2faec6c7a7cdf9f,Will Japan win the 2026 World Baseball Classic?,23.5,76.5
0.8284,12.50,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 86.5¢,FEDHIKE-24DEC31,"Will the Federal Reserve hike rates by December 31, 2024? — Before 2025",1.0,,0x80b3af88cb991980e8da1ce86b9794a0957f96ec98c29319dd7ba65e9744d82b,Fed rate hike in 2026?,13.5,86.5
0.8698,12.45,NO on Kalshi @ 86.0¢  +  YES on Polymarket @ 1.6¢,KXSERIEARELEGATION-26-FIO,Will Fiorentina be Relegated from Serie A in 2025-26 Season? — Fiorentina,21.0,86.0,0x9802f2c6f4885d940d56710505b89c1e16ddadfdba9f2543b0b105709f6a544e,Will Fiorentina finish in the top 4 in the 2025-26 Serie A season?,1.55,98.45
0.8671,12.35,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 86.7¢,KXLIGUE1-26-FCN,Will Nantes win the Ligue 1? — Nantes,1.0,,0x282cad0d8a67931b87c5657dbd9328642cce70fd8b8ed21ad096556393f125f6,Will Nantes finish in the top 4 of the Ligue 1 2025–26 standings?,13.350000000000001,86.65
0.9804,12.25,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 83.8¢,KXSERIEARELEGATION-26-SAS,Will Sassuolo be Relegated from Serie A in 2025-26 Season? — Sassuolo,4.0,,0xca595a16069e6cd9bce150ecd5cec487b848d9040412547c88e87553af24f620,Will Sassuolo be relegated from Serie A after the 2025-26 season?,16.25,83.75
0.8549,12.15,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 86.9¢,KXUFCLHEAVYWEIGHTTITLE-26-JBTA,"Who will be the Light Heavyweight Title on Dec 31, 2026? — Jan Błachowicz",1.0,,0x5febf195f5a23256bc72c42b784bb1016e6c196c6d30da580e73b4c1d90bb538,"Will Jan Błachowicz be the UFC Light Heavyweight Champion on December 31, 2026?",13.15,86.85000000000001
0.8488,12.05,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.0¢,KXNHLCENTRAL-26-WPG,Will Winnipeg Jets win the NHL Central Division? — Winnipeg Jets,1.0,,0xefc66ad033d01bf3b206ed759eb34a959561d9ed89e30b80268ffa7b35f0fa48,Will the Winnipeg Jets make the NHL Playoffs?,13.05,86.95
0.8446,12.05,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.0¢,KXNHL-26-WPG,Will Winnipeg Jets win the 2025-26 Stanley Cup Finals? — Winnipeg Jets,1.0,,0xefc66ad033d01bf3b206ed759eb34a959561d9ed89e30b80268ffa7b35f0fa48,Will the Winnipeg Jets make the NHL Playoffs?,13.05,86.95
0.9488,12.00,NO on Kalshi @ 21.0¢  +  YES on Polymarket @ 67.0¢,KXIPOSPACEX-26OCT01,"When will SpaceX IPO? — Before Oct 1, 2026",84.0,21.0,0x3dbeee81527f6d4868a6e500fca15d8905a6dda0e9b1f525145a4ad813bac98e,"Will SpaceX IPO by June 30, 2026?",67.0,33.0
0.9379,12.00,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 77.0¢,KXCAGOVPRIMARY1ST-26JUN02-1ST-TSTE,Will Tom Steyer finish 1st in the 2026 California Governor primary election? — Tom Steyer,11.0,96.0,0x9af5f84576108c73b2f5bc58290659dc329d42bc3355ee713a41678e1a0c69f7,Will Tom Steyer advance from the 2026 California Governor primary election?,23.0,77.0
0.9327,12.00,NO on Kalshi @ 77.0¢  +  YES on Polymarket @ 11.0¢,KXSTRIPEIPO-27JUN01,"When will Stripe IPO? — Before Jun 1, 2027",27.0,77.0,0x3189b7975e272f59100a897047aca6ee5548d239b8f99294453732081b294c83,Stripe IPO before 2027?,11.0,89.0
0.9252,12.00,NO on Kalshi @ 67.0¢  +  YES on Polymarket @ 21.0¢,KXTRUMPPARDONS-29JAN21-BMEN,"Will Bob Menendez receive a presidential pardon before Jan 21, 2029? — Bob Menendez",36.0,67.0,0x0146bc6b56b60b7451fe1aa786f0f795390ba3fd2d454b005925fac454c2f831,Will Trump pardon Bob Menendez before 2027?,21.0,79.0
0.8833,12.00,NO on Kalshi @ 41.0¢  +  YES on Polymarket @ 47.0¢,KXNBAPTS-26MAR09MEMBKN-MEMJWELLS0-15,Jaylen Wells: 15+ points — Jaylen Wells: 15+,66.0,41.0,0x74a5cc8558900e1bd6b541075b466bb883dec2f64e713dedf8e2b6f8a3c509b0,Jaylen Wells: Points O/U 11.5,47.0,53.0
0.8598,12.00,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.0¢,KXNFLDRAFT1ST-26-1-PIT,Will Pittsburgh make the 1st Overall Pick in the 2026 Pro Football Draft? — Pittsburgh,1.0,,0x152726f28bb1f7dbea31a6b8fd79c9c4640ad4400b957a59e9b478362e136c33,Will the Pittsburgh Steelers draft a quarterback in the first round of the 2026 NFL Draft?,13.0,87.0
0.8514,12.00,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.0¢,KXPRESNOMD-28-JP,Will Jared Polis be the Democratic Presidential nominee in 2028? — Jared Polis,1.0,,0x4e5d4798f4486000d48c0198422416b7884fdc383399d55e716d844c306479fb,Will Jared Polis announce a Presidential run before 2027?,13.0,87.0
0.8491,12.00,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 51.0¢,KXBTCD-26MAR0917-T68499.99,"Bitcoin price  on Mar 9, 2026? — $68,500 or above",37.0,65.0,0x86010dc66556e7b1cd0eb6d82c20f052d3ba3ba6ccdc8864c605268925cbda4f,"Will the price of Bitcoin be above $68,000 on March 9?",49.0,51.0
0.8479,12.00,NO on Kalshi @ 72.0¢  +  YES on Polymarket @ 16.0¢,KXIPO-26-SKIMS,Who will IPO before 2027? — Skims,35.0,72.0,0xd21614c016c4a911cbc8856dac53f5af6fdf222b9c82531e31aa9f9f9bf4f2a9,Deel IPO before 2027?,16.0,84.0
0.8359,12.00,YES on Kalshi @ 45.0¢  +  NO on Polymarket @ 43.0¢,KXCS2MAP-26MAR09AURG2-1-AUR,Will Aurora Gaming win map 1 in the Aurora Gaming vs. G2 match? — Aurora Gaming,45.0,57.0,0x54ea69f32252d6a4304dc6ff0d51cd4eef3f622c8eb5fa41d9f5bbfe43713be8,Counter-Strike: G2 vs Aurora Gaming - Map 1 Winner,56.99999999999999,43.0
0.8291,12.00,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 80.0¢,SENATENY-28-R,Will Republicans win the Senate race in New York? — Republican party,8.0,96.0,0x190aad2ac982a1580aa8898eff5b5145bea98410efb1c27fa48b9855b0816816,Will the Republican Party win the NY-03 House seat?,20.0,80.0
0.8269,12.00,NO on Kalshi @ 42.0¢  +  YES on Polymarket @ 46.0¢,KXSERIEAGAME-26MAR14UDIJUV-JUV,Udinese vs Juventus Winner? — Juventus,61.0,42.0,0x82f03b9185eba50b75640d0ebc1cc5ae4af372813d7d777deb5ee8003bb9ce73,Udinese Calcio vs. Juventus FC: O/U 2.5,46.0,54.0
0.8254,12.00,NO on Kalshi @ 80.0¢  +  YES on Polymarket @ 8.0¢,KXPAHOUSE-262-GOP,Who will win the Pennsylvania State House election? — Republican party,27.0,80.0,0x4c6666ade7c81774aadf7ce8a47e014830f39634e10c606db548b2ddb52c8a97,Will the Republican Party win the PA-04 House seat?,8.0,92.0
0.9714,11.95,NO on Kalshi @ 25.0¢  +  YES on Polymarket @ 63.0¢,KXTXPRIMARY-30R26-EJAC,Will Everett Jackson be the Republican nominee for TX-30? — Everett Jackson,81.0,25.0,0x4ac1ad498fa8e583054cbdb8ce8390648ee8584fa048e07de45f46279527fded,Will Everett Jackson be the Republican Nominee for TX-30?,63.05,36.95
0.8590,11.95,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.1¢,KXUFCHEAVYWEIGHTTITLE-26-JALM,"Who will be the Heavyweight Title on Dec 31, 2026? — Jailton Almeida",1.0,,0x85fc9c4c0f59daf24c49b7a8d8c1b689eeca50282c4c7c3c004b8905ec54a7de,"Will Jailton Almeida be the UFC Heavyweight Champion on December 31, 2026?",12.950000000000001,87.05000000000001
0.8333,11.85,YES on Kalshi @ 22.0¢  +  NO on Polymarket @ 66.1¢,KXNFLDRAFTPICK-26-5-CDOW,Who will be picked fifth in the Pro Football Draft? — Caleb Downs,22.0,80.0,0x990ca0d31c1bdbef2473c507af4f2856bd5187313a07ebd58f1f828ae2b1bd5f,Will Caleb Downs be the third pick in the 2026 NFL draft?,33.85,66.14999999999999
0.8729,11.85,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 82.2¢,KXHOUSEPOPVOTEMARGIN-27NOV03-B50,Will Republicans win the 2026 U.S. House of Representatives national popular vote? — Republicans win,6.0,95.0,0xd710b417877c52606a73e3a653680e67a64e3a658445e1ca17bff691df71f3ed,Will the Republican Party win the popular vote in the 2026 U.S. House of Representatives midterm elections by 6% or more?,17.849999999999998,82.15
0.8736,11.70,NO on Kalshi @ 19.0¢  +  YES on Polymarket @ 69.3¢,KXTAKEOVERACQWB-27JUN30-PSKY,Will Paramount's takeover of Warner Brothers succeed Before July 2027? — Paramount,82.0,19.0,0x745bad0ff4724aab8a5e52ce4fe1558a493fb248a679b51f54bbe21923979f02,Will Paramount close Warner Bros. acquisition by end of 2026?,69.3,30.7
0.8222,11.65,NO on Kalshi @ 69.0¢  +  YES on Polymarket @ 19.4¢,KXRAINSEAM-26MAR-7,Rain in Seattle in Mar 2026? — Above 7 inches,43.0,69.0,0x5c18d5de10fc6af005528601ce74a96b24d7582e5736f5894e5d628663d4d002,Will Seattle have between 6 and 7 inches of precipitation in March?,19.35,80.65
0.8650,11.65,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.4¢,KXTXSENRPRIMARYMOV-26MAR03-KPAX-P54,"Will the margin of victory for Ken Paxton in the first round of the 2026 Texas Senate Republican primary be between 9% and 100%? — Paxton, 9%+",1.0,,0xfce5fb1312e1383038cbe594477429d920d6dfe4d1885da678ca511ed81ea6f1,Will Ken Paxton win the Texas Republican Senate Primary runoff by 9% or more?,12.65,87.35000000000001
0.8441,11.55,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.5¢,KXWMARMAD-26-OKLA,Will Oklahoma win the Women's College Basketball National Championship? — Oklahoma,1.0,,0x2ed6a9414d81b776375f36ef3c8bd682f2d3741d47d9c42356c179e756659d38,Will Oklahoma (Women’s) win the 2025–2026 SEC Regular Season?,12.55,87.45
0.9313,11.50,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 51.5¢,KXHOUSERACE-NY02-26-D,Will Democratic win the House race for NY-02? — Democratic party,37.0,70.0,0x266327863c1681bc8e3db27d2b1d0806032120e2029712cc38bbba9b5bca870b,Will the Democratic Party win the NY-02 House seat?,48.5,51.5
0.9116,11.50,NO on Kalshi @ 37.0¢  +  YES on Polymarket @ 51.5¢,KXUCLBTTS-26MAR11RMAMCI,Manchester City at Real Madrid: Both Teams to Score — Both Teams To Score,64.0,37.0,0x702492335021a650cc7735b75ed6d72e53a0861f004824b53d1326b3d4b2696c,Manchester City FC vs. Real Madrid CF: Both Teams to Score,51.5,48.5
0.9100,11.50,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 82.5¢,KXIPORIPPLING-26APR01,"When will Rippling IPO? — Before Apr 1, 2026",6.0,,0x52bf4b9cb5a6dad476017a330a6116f8c3c51ac8fe3d5c0852ae70f5db4adf6f,Rippling IPO before 2027?,17.5,82.5
0.9057,11.50,NO on Kalshi @ 70.0¢  +  YES on Polymarket @ 18.5¢,HOUSEIA1-26-R,Will Republican win the House race for IA-1? — Republican party,37.0,70.0,0xd67cfab2dbfb4e25b5d8b2a9fa66d0dadbcb6c11ba1c7c66cc343c985c5f8540,Will the Republican Party win the IA-01 House seat?,18.5,81.5
0.8762,11.50,NO on Kalshi @ 51.0¢  +  YES on Polymarket @ 37.5¢,KXTORNADO-26MAR-150,Will there be more than 150 tornadoes in March? — Above 150,56.0,51.0,0xe2a603e4164bc9b6014fae23809701e8b9a7d8a10e9cd5ae176387e720ef7c64,Will 150 or more tornadoes occur in the United States in March 2026?,37.5,62.5
0.8740,11.50,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.5¢,KXTXSENRPRIMARYMOV-26MAR03-KPAX-P1,"Will the margin of victory for Ken Paxton in the first round of the 2026 Texas Senate Republican primary be between 0% and 3%? — Paxton, 0-3%",1.0,,0x7539e672729f47054481fbcc411cca685311f8664f86e78d189638e2ca2c76bb,Will Ken Paxton win the Texas Republican Senate Primary runoff by between 0% and 3%?,12.5,87.5
0.8701,11.50,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 51.5¢,KXNBAREB-26MAR09NYKLAC-LACKLEONARD2-8,Kawhi Leonard: 8+ rebounds — Kawhi Leonard: 8+,37.0,90.0,0x37bc1b3f19606b1eef9d0d0e22973bc6605cbc9b3f984367e55cbee542170b69,Kawhi Leonard: Rebounds O/U 6.5,48.5,51.5
0.8613,11.50,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 74.5¢,KXBUNDESLIGA-26-LEV,Will Leverkusen win the Bundesliga? — Leverkusen,14.0,,0xf0b9e05dab54864fc496d3cb28a9694f125c21ac6a4d44a97cf02058310523b0,Will Leverkusen finish in the top 4 of the Bundesliga 2025–26 standings?,25.5,74.5
0.8545,11.50,NO on Kalshi @ 85.0¢  +  YES on Polymarket @ 3.5¢,KXNBADRAFTTOP-26-3-CWIL,Pro basketball top 3 draft picks in 2026? — Caleb Wilson,19.0,85.0,0xe28c0e484cd0707449bb2159b48c59f54cee9990525557dba6247948d19437ed,Will Caleb Wilson be the first pick in the 2026 NBA draft?,3.5000000000000004,96.5
0.8426,11.50,YES on Kalshi @ 43.0¢  +  NO on Polymarket @ 45.5¢,KXUFCHEAVYWEIGHTTITLE-26-TASP,"Who will be the Heavyweight Title on Dec 31, 2026? — Tom Aspinall",43.0,64.0,0x2e31f2d8aeda547ffc9c7dbf3559e2ad1400c3812b1a84bdc4422bba5ef328b6,"Will Tom Aspinall be the UFC Heavyweight Champion on December 31, 2026?",54.50000000000001,45.5
0.8378,11.50,YES on Kalshi @ 47.0¢  +  NO on Polymarket @ 41.5¢,KXEPL1H-26MAR14BURBOU-TIE,Burnley vs Bournemouth: First Half Winner? — Tie,47.0,66.0,0xe11a8741d5cdec6a7348c6d03567233a2e64b68cc170edfbed093394fa8fb203,Burnley FC vs. AFC Bournemouth: Both Teams to Score,58.5,41.5
0.8356,11.50,YES on Kalshi @ 17.0¢  +  NO on Polymarket @ 71.5¢,KXARGPREMDIVGAME-26MAR11BOCSLA-SLA,Boca Juniors vs San Lorenzo de Almagro Winner? — San Lorenzo de Almagro,17.0,90.0,0xc0e23e0abab4c12512727d0f6f0a2387547e09c58e23dc8941e6f375245fc0b4,Will CA Boca Juniors vs. CA San Lorenzo de Almagro end in a draw?,28.499999999999996,71.5
0.8307,11.50,YES on Kalshi @ 23.0¢  +  NO on Polymarket @ 65.5¢,KXNCAAMBUSA-26-SHSU,Will Sam Houston be the Conference USA tournament champions? — Sam Houston,23.0,79.0,0x867874580a60c84989cf0191ac35e83769ef6c7a26aded6e5faa591e2b2a2394,Will Sam Houston win the 2026 CUSA conference championship?,34.5,65.5
0.8283,11.50,YES on Kalshi @ 34.0¢  +  NO on Polymarket @ 54.5¢,KXSERIEAGAME-26MAR15VERGEN-TIE,Hellas Verona vs Genoa Winner? — Tie,34.0,69.0,0x876390760830c78d03c2021370f69085f4586d33cc06cf9ee1406bb57c767c46,Hellas Verona FC vs. Genoa CFC: Both Teams to Score,45.5,54.50000000000001
0.8224,11.50,YES on Kalshi @ 53.0¢  +  NO on Polymarket @ 35.5¢,KXBUNDESLIGA1H-26MAR14LEVBMU-BMU,Leverkusen vs Bayern Munich: First Half Winner? — Bayern Munich,53.0,61.0,0x524ba65dfd709449492f0f4e573fd632b1b375982a0498268399fc0897f2f575,Bayer 04 Leverkusen vs. FC Bayern München: Both Teams to Score,64.5,35.5
0.8210,11.50,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 74.5¢,KXABRAHAMQ-27-JAN01,"Will Israel and Qatar normalize relations before 2027? — Before Jan 1, 2027",14.0,89.0,0x95783b62c693ea42d8613482a625828fc14a288e8e8440b974c54d42f4ffd04b,Israel and Saudi Arabia normalize relations before 2027?,25.5,74.5
0.8203,11.50,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 82.5¢,KXBTC-26MAR1317-B68250,"Bitcoin price range  on Mar 13, 2026? — $68,000 to 68,499.99",6.0,97.0,0xf4443d4f9548063f295072ec0bcc057d7ca206b85fb8cc118edd23564a475f7e,"Will the price of Bitcoin be between $66,000 and $68,000 on March 13?",17.5,82.5
0.8332,11.40,NO on Kalshi @ 86.0¢  +  YES on Polymarket @ 2.6¢,KXELECTVENEZUELA-26SEP01,"Will Venezuela hold a presidential election before Sep 1, 2026? — Before Sep 1, 2026",18.0,86.0,0xbc27e1a503d5d962491fb41d0f0efd432c222fbfbb484b775ca0def7ed52288c,"Venezuela election scheduled by March 31, 2026?",2.6,97.39999999999999
0.8274,11.40,YES on Kalshi @ 22.0¢  +  NO on Polymarket @ 66.6¢,KXNFLDRAFTTOP-26-5-PWOO,Pro Football top 5 draft picks in 2026? — Peter Woods,22.0,98.0,0x2d795b4924e5238f1157ab6c8589d978db297558c448658d9072b2cdff4b0c4b,Will Peter Woods be the third pick in the 2026 NFL draft?,33.4,66.60000000000001
0.8711,11.35,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.6¢,KXPRESNOMD-28-GR,Will Gina Raimondo be the Democratic Presidential nominee in 2028? — Gina Raimondo,1.0,,0x579e14a4e503920b2293406f00fedd704b4c87dd2241bf91bcb50542584e392f,Will Gina Raimondo announce a Presidential run before 2027?,12.35,87.64999999999999
0.8250,11.30,NO on Kalshi @ 87.0¢  +  YES on Polymarket @ 1.7¢,KXLEADERSOUT-27JAN01-RERDTUR,"Will Recep Tayyip Erdoğan leave President of Türkiye before Jan 1, 2027? — Recep Tayyip Erdoğan",14.0,87.0,0x5b2acdcefaa34108ed0ccfa33d92f754b60af717f8905cbaec24c37e411f4f3b,Will Recep Tayyip Erdoğan be the next leader out before 2027?,1.7000000000000002,98.3
0.9481,11.25,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.8¢,KXBUNDESLIGATOP4-26-UNI,Will Union Berlin finish in the top 4 in the 2025-26 Bundesliga season? — Union Berlin,1.0,,0xfc9eeb26ac1242e675993ebaf7a60bba901c2697f649de6938df9d31812bbd51,Will Union Berlin finish in the top 4 of the Bundesliga 2025–26 standings?,12.25,87.75
0.8202,11.05,NO on Kalshi @ 86.0¢  +  YES on Polymarket @ 2.9¢,KXNBAWINS-NOP-25-T30,Will the New Orleans pro basketball team win at least 30 times this season? — 30+ wins,19.0,86.0,0x35d4c895922c49d59ea09eedf6bbf2e7dc52c363225e6ce5b6a6489e9ce10965,Will the New Orleans Pelicans win more than 30.5 regular season games in 2025–26?,2.9499999999999997,97.05
0.9431,11.00,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 81.0¢,KXCAGOVPRIMARY1ST-26JUN02-1ST-MMAH,Will Matt Mahan finish 1st in the 2026 California Governor primary election? — Matt Mahan,8.0,99.0,0x332e33327686c820dbcf771657c8ffe2ab8bf947f61fd94a49d0a5a9bafbb3e7,Will Matt Mahan advance from the 2026 California Governor primary election?,19.0,81.0
0.9333,11.00,NO on Kalshi @ 73.0¢  +  YES on Polymarket @ 16.0¢,OAIAGI-27,Will OpenAI announce the creation of AGI? — Before 2028,28.0,73.0,0x454005ba2b2a2f3bfeb354e18d8c0cb82136009c8f39589645f9cf2af25f0d25,OpenAI announces it has achieved AGI before 2027?,16.0,84.0
0.9200,11.00,YES on Kalshi @ 82.0¢  +  NO on Polymarket @ 7.0¢,KXSPACEXCOUNT-26MARB-14,How many launches will SpaceX have in March? — Above 14,82.0,22.0,0xba2e4763071c31f4109f1fb7ffdfe68c2efb087961f2911e9e84b518bc897540,Will SpaceX have 12 or more launches in March?,93.0,7.000000000000001
0.9128,11.00,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 8.0¢,KXSPACEXCOUNT-26B-180,How many launches will SpaceX have in 2026? — Above 180,24.0,81.0,0xec9e92f27a98bc29028aec518993330e7920ac35f40fdea3c51e11d6ddc6acde,Will SpaceX have 200 or more launches in 2026?,8.0,92.0
0.9122,11.00,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 8.0¢,KXIPORAMP-27MAR01,"When will Ramp IPO? — Before Mar 1, 2027",28.0,81.0,0x9dd67d7d61b5d2e04f6458d63bd169894ef918dc34e6cdb778707d7e5d47a38f,Ramp IPO before 2027?,8.0,92.0
0.9044,11.00,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 52.0¢,KXNBAPTS-26MAR09NYKLAC-LACKLEONARD2-30,Kawhi Leonard: 30+ points — Kawhi Leonard: 30+,37.0,90.0,0xda00dd66f9af3ffae29b2450f07ff639014aca65ace3b722ae3b466faaed1366,Kawhi Leonard: Points O/U 26.5,48.0,52.0
0.8926,11.00,YES on Kalshi @ 55.0¢  +  NO on Polymarket @ 34.0¢,KXNCAAMBSLC-26-MCNS,Will McNeese be the Southland tournament champions? — McNeese,55.0,46.0,0xd02fb45264be88ab54f7a29814aebf7591c2b87bff662ec8b4092e5f79afc3ef,Will McNeese win the 2026 Southland conference championship?,66.0,34.0
0.8874,11.00,YES on Kalshi @ 16.0¢  +  NO on Polymarket @ 73.0¢,KXPORTERDROPOUT-26JUN02,"Will Katie Porter drop out of the 2026 California gubernatorial election before Jun 2, 2026? — Before Jun 2, 2026",16.0,86.0,0x1c4370663538d05ac11da9b5371d4951d8788d77e8447941c5141773855c8fc4,Will Katie Porter advance from the 2026 California Governor primary election?,27.0,73.0
0.8858,11.00,YES on Kalshi @ 44.0¢  +  NO on Polymarket @ 45.0¢,KXBRASILEIROGAME-26MAR12VDGPAL-PAL,Vasco da Gama vs Palmeiras Winner? — Palmeiras,44.0,63.0,0xfc69c05a838ed27315ddc9c3eee48e9a209afe99b4b6f9ee3974d4a21ed6124a,CR Vasco da Gama vs. SE Palmeiras: Both Teams to Score,55.00000000000001,45.0
0.8787,11.00,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 88.0¢,KXMENWORLDCUP-26-AT,Will the Austria win the 2026 Men's World Cup? — Austria,1.0,,0xf8e8b9cd02f6658ad6011530ece2650290aa528c8e27c8e6ea16e742d4e764f7,Will Austria win Group J in the 2026 FIFA World Cup?,12.0,88.0
0.8784,11.00,NO on Kalshi @ 71.0¢  +  YES on Polymarket @ 18.0¢,KXBONDIOUT-26MAY01,"Will Pam Bondi leaves Attorney General in before May? — Before May 1, 2026",31.0,71.0,0x7e4f12076efb4a5d1e1fd2222d895f6d3d7146670b48cc26c75eb5ed3bf0f818,Pam Bondi out as Attorney General by March 31?,18.0,82.0
0.8722,11.00,NO on Kalshi @ 64.0¢  +  YES on Polymarket @ 25.0¢,HOUSECO3-26-D,Will Democratic win the House race for CO-3? — Democratic party,41.0,64.0,0x418fcd9c72501eea029eee747b522e4da91478dbf52829893aa7a55b36d84984,Will the Democratic Party win the CO-03 House seat?,25.0,75.0
0.8642,11.00,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 52.0¢,KXLALIGAGAME-26MAR14OVIVCF-VCF,Oviedo vs Valencia Winner? — Valencia,37.0,65.0,0xa5b152865e8865ed7519220fab103c2b1ed70f7657b7f3c27204b5ea2c38f7ef,Real Oviedo vs. Valencia CF: Both Teams to Score,48.0,52.0
